id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
ConstanPinto;Constança Pinto;constanpinto@li3.pt;(351) 962 506 104;1954/08/12;F;BM637868;PT;R. do Lagarteiro, 13409-894 Ponta Delgada;2019/08/25 09:44:09;cash;active
PSilva;Pedro Silva;psilva@li3.pt;(351) 936738199;1997/09/12;M;NH280013;PT;Praça Lara Lourenço, 512771-986 Guimarães;;credit_card;active
IarMacedo1380;Iara de Macedo;iarmacedo1380@li3.pt;912719669;1996/06/15;F;DN839704;PT;Avenida do Campo Alegre, 291178-629 Miranda do Douro;2012/09/16 19:18:02;debit_card;active
JVaz-Carneiro867;José Vaz-Carneiro;jvaz-carneiro867@li3.pt;(351) 938 339 865;2005/05/26;M;CD706300;PT;Praça Nelson Vieira, 7429711-384 Mirandela;2018/10/14 16:14:30;debit_card;active
BCastro;Bruna Castro;bcastro@li3.pt;962 905 022;2001/12/20;F;ZW946731;PT;Praça de Figueiredo, 809368-169 Santana;2012/08/21 05:17:11;credit_card;active
ErikHenriques;Erika Henriques;erikhenriques@li3.pt;(351) 219 231 049;1962/12/04;F;IY352292;PT;Avenida Cruz, S/N3015-714 Moura;2018/04/01 12:55:49;debit_card;active
MárAssunção;Márcio Assunção;márassunção@li3.pt;(351) 921 781 329;1975/05/03;M;DU117946;PT;Alameda de Valente, 3041493-166 Ribeira Grande;2018/06/02 06:52:37;credit_card;active
LiVicente-Sousa;Lisandro Vicente-Sousa;livicente-sousa@li3.pt;204 493 649;1950/03/18;M;XE650572;PT;Alameda dos Mastros, 5662670-369 Tondela;2016/02/08 15:21:00;credit_card;inactive
MaLeal464;Margarida Leal;maleal464@li3.pt;918034073;1997/05/09;F;OL931482;PT;R. Sul do Bairro da Encarnação, 80521-443 Almada;2016/06/26 13:16:35;debit_card;Active
SandrBrito;Sandro Brito;sandrbrito@li3.pt;218 368 015;1956/02/16;M;FK485914;PT;Praça de Gomes, 25825-616 Alverca do Ribatejo;2010/09/30 16:40:50;debit_card;active
FraSoares-Freitas1063;Francisca Soares-Freitas;frasoares-freitas1063@li3.pt;(351) 912010554;1998/09/21;F;YT037706;PT;Rua de Amorim, 899172-756 Valbom;2010/06/15 05:08:26;debit_card;active
BeBaptista-Fernandes1610;Bernardo Baptista-Fernandes;bebaptista-fernandes1610@li3.pt;(351) 296 771 619;1968/06/30;M;OV979333;PT;Av de Abreu, 959575-451 Gouveia;2019/02/01 18:18:06;cash;active
LBarros1808;Luna Barros;lbarros1808@li3.pt;(351) 913906411;1963/01/05;F;UB564381;PT;Largo de Gonçalves, S/N3162-449 Ourém;2014/06/12 10:49:52;credit_card;active
ConMachado;Constança Machado;conmachado@li3.pt;913 150 865;1977/09/19;F;JL629068;PT;Alameda Carneiro, S/N5679-961 Vila Nova de Foz Côa;2013/07/02 12:50:32;credit_card;active
MartLeal-Baptista;Martim Leal-Baptista;martleal-baptista@li3.pt;(351) 936 373 207;1976/04/16;M;UY297448;PT;Praça de Anjos, 92350-757 Loulé;2020/04/14 01:45:22;debit_card;active
TomHenriques1162;Tomé Henriques;tomhenriques1162@li3.pt;(351) 968839480;1988/04/20;M;IS557073;PT;Av de Rodrigues, 52969-540 Marco de Canaveses;2010/11/14 13:42:48;cash;active
BenjJesus;Benjamim Jesus;benjjesus@li3.pt;(351) 937 849 673;1980/01/19;M;BN042884;PT;Alameda Lisandro Martins, 716472-966 Tomar;2020/09/27 06:57:59;cash;inactive
MatiAmorim513;Matias Amorim;matiamorim513@li3.pt;912 603 856;2001/10/28;M;GY787777;PT;Alameda Batista, 637712-264 Seia;2011/06/02 05:49:28;debit_card;active
LucMacedo1638;Luciana Macedo;lucmacedo1638@li3.pt;+351914198506;1967/11/22;F;NA221923;PT;Largo de Miranda, 891710-825 Felgueiras;2017/12/21 08:55:34;credit_card;active
VictCardoso;Victória Cardoso;victcardoso@li3.pt;251 400 686;1977/12/22;F;OD829971;PT;Praça de Brito, S/N0961-829 Ílhavo;2014/11/23 05:00:28;credit_card;active
JoSoares452;Joana do Soares;josoares452@li3.pt;(351) 925698861;1988/02/14;F;RS589928;PT;R. Lourenço Gaspar, 54244-606 Seia;2018/12/03 17:16:08;cash;active
BenediJesus;Benedita Jesus;benedijesus@li3.pt;(351) 929404753;1986/09/06;F;ZT745076;PT;Praça Lucas Rodrigues, 31111-486 Santana;2016/01/17 15:57:39;credit_card;active
VGomes634;Valentim Gomes;vgomes634@li3.pt;+351250007558;1994/12/01;M;TD613288;PT;Alameda Maria Leite, 11961-304 Torres Novas;2011/07/21 18:53:41;cash;active
SMagalhães;Simão Magalhães;smagalhães@li3.pt;(351) 926 719 391;1961/05/20;M;SP772719;PT;Rua de Lopes, S/N0909-934 Rebordosa;2011/05/25 00:53:11;credit_card;active
EmílTorres;Emília Torres;emíltorres@li3.pt;230492157;1959/05/22;F;LM721103;PT;Avenida Rodrigo Cunha, 5266548-870 Covilhã;2016/08/06 21:29:44;cash;active
AAssunção;António Assunção;aassunção@li3.pt;913267197;1980/04/11;M;KI689890;PT;R. Paiva, 242607-510 Estarreja;2012/10/25 16:25:42;cash;active
LúcEsteves;Lúcia Esteves;lúcesteves@li3.pt;(351) 934623899;1996/01/25;F;XU660771;PT;Alameda de Lima, 8791512-267 Tavira;2020/01/30 11:58:17;credit_card;active
BeaOliveira-Fernandes;Beatriz Oliveira-Fernandes;beaoliveira-fernandes@li3.pt;(351) 923 257 450;1996/11/11;F;JI541162;PT;Praça de Cruz, 303440-073 Cantanhede;2020/06/27 15:19:54;credit_card;active
EduaVaz;Eduardo Vaz;eduavaz@li3.pt;(351) 925311123;1998/11/04;M;ZO339629;PT;Largo Costa, S/N9184-497 Alcácer do Sal;2019/10/10 12:27:28;debit_card;active
SaVieira-Azevedo1044;Samuel Vieira-Azevedo;savieira-azevedo1044@li3.pt;(351) 918 361 515;1958/05/14;M;EB844183;PT;Alameda Pinto, 864831-123 Portalegre;2017/05/11 22:56:45;credit_card;active
MiPacheco954;Mia Pacheco;mipacheco954@li3.pt;(351) 923387464;1953/06/04;F;LL311893;PT;Praça Cardoso, 1441661-703 Barreiro;2015/10/28 07:41:41;cash;active
LMartins-Marques;Lia Martins-Marques;lmartins-marques@li3.pt;(351) 299197788;1979/09/15;F;CD609370;PT;Largo Camila Pereira, 343716-854 Barcelos;2012/05/31 01:46:32;credit_card;active
NáCruz;Nádia Cruz;nácruz@li3.pt;+351967763207;1981/05/02;F;OX499216;PT;Rua do Penalva, S/N0320-873 Sintra;2018/11/05 21:22:22;cash;active
ÉriSoares1545;Érica Soares;érisoares1545@li3.pt;(351) 261943022;1964/05/01;F;JF943211;PT;Avenida de Alves, 404008-544 Reguengos de Monsaraz;2017/05/04 07:51:12;debit_card;active
InêMoura226;Inês Moura;inêmoura226@li3.pt;(351) 911 916 725;1993/02/02;F;OE955744;PT;Largo Emília Oliveira, S/N2328-943 Estarreja;2019/03/08 02:32:47;debit_card;active
SamRodrigues;Samuel Rodrigues;samrodrigues@li3.pt;968502640;1950/03/06;M;DX126089;PT;Av do Penalva, 8469870-415 Vila Nova de Gaia;2011/08/09 00:10:51;credit_card;active
LeCampos;Leonardo Campos;lecampos@li3.pt;(351) 910 468 222;1969/02/26;M;TN968989;PT;R. Leandro Amorim, S/N8292-394 Oliveira do Bairro;2017/03/24 11:55:02;debit_card;active
NádVicente1525;Nádia Vicente;nádvicente1525@li3.pt;+351930119467;1996/02/02;F;DQ921313;PT;Rua de Monteiro, 577666-323 Porto Santo;2013/07/17 15:31:56;debit_card;active
EmDomingues;Ema Domingues;emdomingues@li3.pt;921281539;1962/11/15;F;WK305902;PT;Av de Fonseca, 927278-450 Vizela;2020/08/22 20:38:35;credit_card;active
ÂngeVaz403;Ângelo Vaz;ângevaz403@li3.pt;+351930654394;1982/11/28;M;AM901445;PT;Alameda do Cantábrico, 7804225-134 Chaves;2012/01/27 04:46:32;credit_card;active
ÂnPinheiro;Ângelo Pinheiro;ânpinheiro@li3.pt;936 900 194;1977/05/25;M;VN821587;PT;R. de Macedo, 42081-449 Queluz;2011/04/27 15:24:29;credit_card;active
LuísMachado1737;Luísa Machado;luísmachado1737@li3.pt;937 650 435;1996/08/03;F;EA126191;PT;Largo Tavares, 755971-346 Macedo de Cavaleiros;2016/04/15 12:18:03;cash;active
HelPereira;Helena Pereira;helpereira@li3.pt;926456159;1963/10/21;F;RT735544;PT;Avenida Baptista, 121103-609 Marco de Canaveses;2017/12/11 21:10:58;debit_card;active
KCarvalho145;Kelly Carvalho;kcarvalho145@li3.pt;(351) 928 053 688;1996/10/13;F;ZM900391;PT;Av do Rosário, 1667272-248 Santarém;2016/07/05 00:10:50;debit_card;active
EmVicente425;Ema Vicente;emvicente425@li3.pt;(351) 964607985;1990/12/01;F;TY090304;PT;R. de Vicente, 445170-757 Ribeira Grande;2012/06/30 04:03:46;credit_card;active
JoDomingues536;Joel Domingues;jodomingues536@li3.pt;936 152 608;1999/01/12;M;YU438656;PT;R. Barros, S/N5995-501 Braga;2016/10/30 08:11:31;credit_card;active
LDomingues175;Luísa-Débora Domingues;ldomingues175@li3.pt;(351) 937 232 994;1990/04/09;F;MY551708;PT;Praça do Picoto, 88259-035 Sacavém;2010/03/06 17:32:56;debit_card;active
CésAnjos;César Anjos;césanjos@li3.pt;(351) 276534950;1967/04/28;M;SQ468484;PT;Rua de Nunes, 501993-831 Paredes;2015/07/26 19:58:37;cash;active
MatBaptista401;Mateus Baptista;matbaptista401@li3.pt;(351) 910 803 970;1974/09/01;M;MH382835;PT;Alameda das Gáveas ao Parque das Nações, 169830-867 Ribeira Grande;2013/02/11 10:03:09;credit_card;active
AFerreira;Alícia Ferreira;aferreira@li3.pt;939 986 839;1957/02/20;F;EU989571;PT;R. Faria, 80308-423 Alcobaça;2014/10/06 11:06:02;cash;active
VAlves;Valentina Alves;valves@li3.pt;(351) 291874036;1988/04/28;F;FH929527;PT;Avenida das Cegonhas, S/N5232-509 Estremoz;2015/01/31 22:13:28;credit_card;active
FabianOliveira;Fabiana Oliveira;fabianoliveira@li3.pt;(351) 253029855;1964/11/23;F;GN831661;PT;R. Matilde Antunes, 186608-970 Mangualde;2019/03/23 16:56:48;debit_card;active
MCampos;Micael Campos;mcampos@li3.pt;+351935802390;1958/03/31;M;MX608539;PT;Av da Vila Expo, S/N1696-236 Quarteira;2019/10/29 07:13:39;credit_card;inactive
INascimento1813;Inês Nascimento;inascimento1813@li3.pt;+351282338349;1957/07/23;F;KJ712215;PT;Largo das Japoneiras, 486759-335 Angra do Heroísmo;2020/02/12 14:37:51;debit_card;active
LuSimões;Luca do Simões;lusimões@li3.pt;918 545 545;1994/08/02;M;SB785586;PT;Avenida Mara Lourenço, 870857-940 Paredes;2019/08/13 18:25:24;debit_card;active
RúbLourenço;Rúben de Lourenço;rúblourenço@li3.pt;(351) 939 748 880;2005/02/15;M;YQ177419;PT;R. Larissa Pires, 56800-599 Praia da Vitória;2012/08/29 01:34:01;credit_card;active
GasPires;Gaspar de Pires;gaspires@li3.pt;(351) 918598325;1951/01/23;M;TG053081;PT;Rua Domingues, 891020-110 Rio Maior;2016/05/10 06:54:08;debit_card;active
EmNascimento;Ema Nascimento;emnascimento@li3.pt;926 964 572;1966/07/20;F;IY203280;W;Rua Mauro Pacheco, 60234-726 Santa Comba Dão;2016/11/24 05:20:58;credit_card;active
LeonardMartins;Leonardo Martins;leonardmartins@li3.pt;(351) 962 402 765;1997/07/04;M;QD987559;PT;Avenida Lourenço, 607029-670 São Salvador de Lordelo;2018/01/25 18:00:19;credit_card;active
MauLoureiro1676;Mauro Loureiro;mauloureiro1676@li3.pt;(351) 918678378;1985/12/25;M;GO297091;PT;Alameda Soares, 189696-972 Mealhada;2020/11/09 09:22:20;debit_card;active
NicolBarros1294;Nicole da Barros;nicolbarros1294@li3.pt;964988942;1955/10/02;F;WG680526;PT;Travessa Guilherme Nascimento, 3008344-412 Vizela;2012/03/02 19:11:06;debit_card;active
NoaAssunção853;Noah de Assunção;noaassunção853@li3.pt;(351) 916314500;1983/01/06;M;CH777798;PT;Largo Azevedo, 9838105-741 Lamego;2012/02/28 01:09:32;cash;active
FábiGomes870;Fábio Gomes;fábigomes870@li3.pt;(351) 203 369 034;1956/07/17;M;TP045042;PT;Praça Lourenço, 373537-463 Póvoa de Santa Iria;2011/10/22 00:25:10;credit_card;active
ÍEsteves221;Íris Esteves;íesteves221@li3.pt;(351) 965116956;1976/11/22;F;II501642;PT;R. Cunha, S/N4435-939 Ponte de Sor;2014/11/21 11:14:11;debit_card;active
NoValente1189;Noa Valente;novalente1189@li3.pt;965 647 266;1990/09/22;M;YB548957;PT;Avenida Rodrigo Monteiro, 293401-623 Amarante;2011/12/15 19:11:16;credit_card;active
RicarFerreira1541;Ricardo Ferreira;ricarferreira1541@li3.pt;(351) 964854531;1975/04/20;M;LD390322;PT;Alameda de Eduardo Soares, 285438-184 Beja;2012/01/25 06:19:36;credit_card;active
EduardAraújo;Eduardo Araújo;eduardaraújo@li3.pt;+351934747840;2003/04/12;M;OQ855615;PT;Avenida Antunes, 88145-346 Tomar;2019/09/24 08:31:12;cash;active
IsMendes;Ismael Mendes;ismendes@li3.pt;(351) 938672426;1986/12/02;M;EF881658;PT;R. Vera Azevedo, 6314822-461 Cantanhede;2015/12/10 03:32:11;debit_card;active
ASilva1377;Amélia-Beatriz Silva;asilva1377@li3.pt;(351) 934982514;1977/04/17;F;ZO364193;PT;Travessa Freitas, 474384-400 Vizela;2016/10/20 00:44:38;credit_card;Active
BianBranco392;Bianca Branco;bianbranco392@li3.pt;(351) 933 614 435;1959/03/30;F;YP869869;PT;Travessa Anita Jesus, S/N0865-667 Loures;2013/02/16 17:29:38;credit_card;active
FRibeiro1423;Flor de Ribeiro;fribeiro1423@li3.pt;+351916256578;1974/12/03;F;ZL977666;PT;Avenida Moreira, 309412-782 Amarante;2012/01/02 14:15:43;credit_card;active
ValenFigueiredo1656;Valentina da Figueiredo;valenfigueiredo1656@li3.pt;(351) 274350639;2002/08/10;F;YX045736;PT;Alameda de Santa Helena, S/N0760-562 Viseu;2017/01/12 12:46:27;debit_card;active
EnRocha730;Enzo Rocha;enrocha730@li3.pt;969 765 649;1970/11/28;M;DP963623;PT;Praça do Brasil (Porto), 2162134-958 Lisboa;2014/08/22 11:09:28;cash;active
SantiagAmaral279;Santiago Amaral;santiagamaral279@li3.pt;923 844 177;1995/07/14;M;OI683027;PT;Rua de Magalhães, 891816-698 Matosinhos;2018/06/26 02:42:04;credit_card;active
MicaBaptista;Micael Baptista;micabaptista@li3.pt;287524651;1962/03/09;M;OX090146;PT;Rua das Antas, 470080-475 Ermesinde;2010/06/24 11:28:38;cash;active
LucianFonseca992;Luciana Fonseca;lucianfonseca992@li3.pt;(351) 241392044;1956/07/10;F;JU076110;PT;Travessa Simão Paiva, 360249-104 Tavira;2014/08/29 13:41:16;credit_card;active
MMoura679;Mauro Moura;mmoura679@li3.pt;(351) 219143530;1979/07/29;M;UM803437;PT;R. Miriam Amorim, 967345-539 Maia;2016/01/20 19:08:53;debit_card;active
MáValente-Martins1714;Mário Valente-Martins;mávalente-martins1714@li3.pt;(351) 969091308;2002/09/28;M;TZ336073;PT;Rua Érica Mendes, 341378-790 Amora;2020/10/30 07:29:36;debit_card;active
DAssunção;Diego Assunção;dassunção@li3.pt;(351) 965 505 939;1971/01/19;M;XX093857;PT;Praça Mário Ruivo, 426714-139 Montijo;2014/03/01 18:04:52;debit_card;active
RuMaia;Rui Maia;rumaia@li3.pt;917954145;1993/10/02;M;RG055096;PT;Alameda do Arboreto, 910836-576 Póvoa de Santa Iria;2013/04/23 05:54:31;debit_card;active
MiBatista;Mia Batista;mibatista@li3.pt;(351) 227 972 073;2002/10/01;F;RO580659;PT;Alameda de São Francisco, 8821783-016 Câmara de Lobos;2018/09/16 18:51:48;cash;active
RicaMoura;Ricardo Moura;ricamoura@li3.pt;(351) 928 937 575;1978/09/14;M;DM679958;PT;Avenida do Amazonas, 630304-903 Bragança;2013/11/06 00:01:56;credit_card;active
BNunes;Bruna Nunes;bnunes@li3.pt;+351920622644;1980/08/12;F;YD283055;PT;Alameda de Chaves de Oliveira, 1991869-957 Ourém;2018/10/06 13:31:21;debit_card;active
MadalMoura;Madalena de Moura;madalmoura@li3.pt;915914396;1986/01/24;F;GG459928;PT;Av Amorim, 262059-524 Amarante;2018/12/22 22:27:20;cash;active
LAntunes1465;Lara Antunes;lantunes1465@li3.pt;937785021;1970/01/16;F;GV060164;PT;Avenida Morais, S/N2417-243 Espinho;2010/10/12 19:09:21;debit_card;active
AlíciEsteves;Alícia Esteves;alíciesteves@li3.pt;(351) 963641871;1994/08/09;F;EB084300;PT;R. Tavares, S/N9846-922 Cartaxo;2016/03/19 09:02:53;cash;active
JorgVieira;Jorge Vieira;jorgvieira@li3.pt;(351) 936 698 717;1980/02/24;M;LU766693;PT;Av Fernandes, 34555-701 São Salvador de Lordelo;2010/03/26 10:57:39;debit_card;active
DSousa1455;Diego Sousa;dsousa1455@li3.pt;(351) 932979910;1989/12/01;M;DR915224;PT;R. de Teixeira, S/N9880-108 Cantanhede;2017/04/30 16:11:55;cash;active
DOliveira;Duarte Oliveira;doliveira@li3.pt;(351) 281 224 349;2004/07/19;M;EI146679;PT;Avenida de Henriques, 125024-823 Tondela;2018/01/21 00:03:34;credit_card;active
JosCardoso-Fonseca870;José Cardoso-Fonseca;joscardoso-fonseca870@li3.pt;(351) 935026731;1955/06/17;M;CO089477;PT;Rua Castro, 530825-945 Santa Maria da Feira;2019/07/11 00:44:24;cash;ACTIVE
RodLeal;Rodrigo Leal;rodleal@li3.pt;(351) 226645554;1999/07/03;M;OS447694;PT;Alameda Esteves, 40435-918 Caniço;2019/01/13 13:32:34;credit_card;active
LoureMatos1040;Lourenço Matos;lourematos1040@li3.pt;(351) 241 678 111;1952/01/05;M;WX486677;PT;R. de Sá, 663938-207 Oliveira do Bairro;2013/05/23 17:32:53;cash;active
AfoBarbosa;Afonso Barbosa;afobarbosa@li3.pt;(351) 221201787;1963/01/20;M;IS331039;PT;Avenida Jéssica Barros, 8180667-433 Mêda;2014/09/25 10:37:55;debit_card;active
Amélia-LAraújo2003;Amélia-Lorena Araújo;amélia-laraújo2003@li3.pt;(351) 279826892;1985/08/07;F;WC242575;PT;Praça Mendes, 5224654-970 Póvoa de Santa Iria;2011/02/08 05:19:38;debit_card;active
MicaMiranda963;Micael Miranda;micamiranda963@li3.pt;924200734;1985/04/01;M;LF663301;PT;Av de Teófilo Braga, S/N8262-473 Faro;2016/09/08 22:47:45;debit_card;active
BenedFernandes-Machado;Benedita Fernandes-Machado;benedfernandes-machado@li3.pt;+351916038661;1989/11/22;F;KK073370;PT;Praça Gonçalves, 782150-694 Entroncamento;2016/03/04 05:52:57;cash;active
EmmFernandes;Emma do Fernandes;emmfernandes@li3.pt;(351) 967 475 796;1962/04/01;F;FG671983;PT;Avenida de D. João II, 3313912-246 Ponte de Sor;2017/12/08 13:27:05;debit_card;active
BMagalhães;Bruno Magalhães;bmagalhães@li3.pt;(351) 227 430 839;1995/02/24;M;JV140191;PT;Alameda de Pires, 910216-182 Câmara de Lobos;2012/12/24 04:17:02;cash;active
DenMartins467;Denis Martins;denmartins467@li3.pt;+351926424046;1962/11/06;M;CJ708512;PT;R. Moreira, 161867-698 Loures;2015/01/06 12:27:15;cash;active
LoTorres734;Lorena Torres;lotorres734@li3.pt;(351) 922976299;1973/11/25;F;EB308416;PT;Largo Moura, 446619-102 Vila Nova de Foz Côa;2013/11/19 09:52:02;debit_card;active
BryaMarques;Bryan Marques;bryamarques@li3.pt;271809918;1968/05/28;M;XM888372;PT;Travessa de Faria, 299521-340 Mealhada;2015/03/04 17:14:50;cash;active
NelMartins-Figueiredo6;Nelson Martins-Figueiredo;nelmartins-figueiredo6@li3.pt;;1975/04/26;M;SA085971;PT;Avenida Nelson Alves, 8550501-303 Estremoz;2018/02/05 08:21:35;cash;active
MigAraújo646;Miguel Araújo;migaraújo646@li3.pt;(351) 913161359;2001/08/08;M;JE275271;PT;Largo de Jesus, 409193-898 Santo Tirso;2012/01/17 05:23:09;cash;active
JúSá;Júlia Sá;júsá@li3.pt;+351964758751;1955/06/02;F;XR861876;PT;Alameda Paris (Poente), 27393-870 Albufeira;2020/11/19 21:14:10;cash;active
CaMatos;Carolina Matos;camatos@li3.pt;(351) 912208072;1959/10/05;F;OQ259487;PT;Largo de Pinho, 631759-339 Póvoa de Santa Iria;2011/03/06 20:16:02;debit_card;active
DuartLopes786;Duarte Lopes;duartlopes786@li3.pt;938 546 059;1956/03/18;M;XN845947;PT;Largo Larissa Azevedo, 338389-814 Vila Nova de Gaia;2014/10/12 07:00:00;debit_card;active
LBrito1815;Leandro do Brito;lbrito1815@li3.pt;(351) 938773302;1953/09/30;M;LV112915;PT;Praça de Pinho, 421879-108 Sines;2012/11/16 06:16:06;credit_card;ACTIVE
CláudRamos;Cláudio Ramos;cláudramos@li3.pt;922 177 685;2000/12/22;M;LV704119;PT;Praça do Calhau, S/N7145-871 Setúbal;2019/04/11 13:33:51;debit_card;active
JaMonteiro;Jaime Monteiro;jamonteiro@li3.pt;931 216 661;1971/01/01;M;EJ605486;PT;Avenida Melissa Garcia, S/N0400-184 Vila do Conde;2019/02/01 01:14:16;cash;active
SaNeto1092;Samuel Neto;saneto1092@li3.pt;(351) 960440769;1966/09/19;M;QL780998;PT;Av Alexandre Ferreira, S/N3014-824 Gafanha da Nazaré;2013/09/30 05:15:16;cash;active
JaimLoureiro;Jaime Loureiro;jaimloureiro@li3.pt;918368788;1959/12/02;M;HS412530;PT;R. Escuro, 17247-280 Setúbal;2015/10/11 11:29:36;debit_card;active
YasmiReis592;Yasmin Reis;yasmireis592@li3.pt;(351) 969932289;1963/09/02;F;XU810031;PT;Praça Pilar Andrade, 506073-557 Sabugal;2015/06/11 06:02:50;credit_card;active
AriAntunes;Ariana da Antunes;ariantunes@li3.pt;272 339 265;1984/08/26;F;XD858929;PT;Alameda André Batista, 2342620-795 Maia;2010/01/27 01:27:19;credit_card;active
SimãNeves1355;Simão Neves;simãneves1355@li3.pt;(351) 258200451;1960/03/23;M;YQ677469;PT;Praça de Maceda, S/N3351-919 Santa Maria da Feira;2018/11/12 06:03:40;credit_card;active
EnReis;Enzo Reis;enreis@li3.pt;232 022 213;1983/11/22;M;LC071990;PT;Avenida Pinho, S/N2670-347 Tondela;2012/04/14 19:28:19;credit_card;active
ÂnVieira;Ângela da Vieira;ânvieira@li3.pt;(351) 924588369;1970/03/27;F;SQ426274;PT;Praça de Guerreiro, S/N8264-095 Albufeira;2011/03/01 21:17:43;debit_card;inactive
IsmAbreu1728;Ismael Abreu;ismabreu1728@li3.pt;963 611 540;1959/05/18;M;MQ834097;PT;Praça de S. Mamede, 832166-863 Valbom;2013/01/22 03:47:42;debit_card;
MáBranco1748;Márcio Branco;mábranco1748@li3.pt;(351) 914 998 181;1961/11/16;M;ZI881809;PT;Largo Teresa Pereira, S/N7322-465 Valpaços;2011/03/25 20:21:47;debit_card;Inactive
GasSoares;Gaspar de Soares;gassoares@li3.pt;910 802 796;1984/12/02;M;FS522686;PT;Av de Gomes, 75251-749 Vila Nova de Foz Côa;2012/12/06 03:26:48;cash;active
EriMatias1703;Erika Matias;erimatias1703@li3.pt;+351935393865;1958/12/24;F;KR243533;PT;Praça Lucas Cruz, 73930-220 Estremoz;2013/11/07 07:05:36;debit_card;active
NaiAssunção1120;Nair Assunção;naiassunção1120@li3.pt;913403208;1987/01/13;F;XV964665;PT;Alameda Neto, 251220-504 Trancoso;2018/08/02 08:38:13;cash;active
JoaCampos94;Joaquim Campos;joacampos94@li3.pt;963566484;1954/05/04;M;VG081791;PT;Rua de Garcia, 28042-970 Maia;2020/10/22 01:02:16;debit_card;active
AlAlmeida416;Alice Almeida;alalmeida416@li3.pt;(351) 930552458;1996/11/09;F;HG661496;PT;Largo do Campo, 501589-093 Queluz;2015/12/13 00:26:43;cash;active
RicaMatos306;Ricardo Matos;ricamatos306@li3.pt;(351) 931207595;1963/08/14;M;KK042295;PT;Praça de Abreu, S/N8616-501 Seia;2018/03/01 23:40:43;credit_card;active
SoraiMoreira837;Soraia Moreira;soraimoreira837@li3.pt;(351) 963003270;1999/05/31;F;YF585842;PT;R. dos Pinheiros ao Parque das Nações, 5535226-646 Chaves;2014/03/30 05:03:47;cash;active
PJesus1992;Paulo Jesus;pjesus1992@li3.pt;(351) 917 769 756;2004/05/14;M;BZ047532;PT;Avenida de Pio XII, 790439-975 São Salvador de Lordelo;2018/05/02 06:43:09;cash;
FVieira1460;Filipe Vieira;fvieira1460@li3.pt;918 146 603;1982/02/20;M;ZG225286;PT;Avenida de Araújo, 1882419-400 Agualva-Cacém;2019/09/14 16:20:50;credit_card;Active
MGuerreiro;Maria Guerreiro;mguerreiro@li3.pt;926 016 911;1998/09/29;F;TV942584;PT;Travessa do Tijolo, 834547-622 Vila Franca de Xira;2015/07/15 11:31:29;cash;active
LucSilva;Lucas Silva;lucsilva@li3.pt;(351) 912 148 768;1997/08/03;M;VB185687;PT;Rua do Buraco, 4026441-792 Lagos;2013/01/16 11:21:46;cash;active
