id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000000690;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/04/17 06:18:40;2022/04/17 07:18:40;2022/04/17 06:18:40;2022/04/17 08:18:40;David Smith;John Jones;
0000000691;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/08/06 16:30:56;2023/08/06 17:40:56;2023/08/06 17:15:56;2023/08/06 19:50:56;Sarah Davis;Michael Brown;Our pilots have undergone extensive training.
0000000692;Iberia;Airbus A321;220;MAD;LIS;2021/07/14 01:00:10;2021/07/14 02:15:10;2021/07/14 01:00:10;2021/07/14 03:35:10;Robert Johnson;John Moore;
0000000693;Ryanair;Boeing 737;189;DUB;TXL;2021/09/15 00:28:05;2021/09/15 02:28:05;2021/09/15 00:28:05;2021/09/15 04:48:05;Jane Davis;Emily Davis;
0000000694;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/03/21 02:51:25;2021/03/21 03:41:25;2021/03/21 03:06:25;2021/03/21 04:46:25;William Miller;John Wilson;
0000000695;Alitalia;Boeing 767;280;FCO;ATH;2022/07/04 05:32:55;2022/07/04 07:32:55;2022/07/04 05:47:55;2022/07/04 10:02:55;Laura Wilson;Emily Moore;Cabin pressure and temperature are within normal ranges.
0000000696;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/10/17 07:04:45;2021/10/17 08:54:45;2021/10/17 07:04:45;2021/10/17 11:04:45;Jane Moore;Emily Taylor;
0000000697;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/07/01 02:24:36;2023/07/01 03:34:36;2023/07/01 02:39:36;2023/07/01 05:04:36;Jane Williams;Emily Miller;
0000000698;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/07/01 07:16:15;2022/07/01 09:41:15;2022/07/01 07:21:15;2022/07/01 12:16:15;Emily Davis;John Smith;
0000000699;Air France;Airbus A321;220;CDG;FCO;2021/05/14 14:16:45;2021/05/14 16:01:45;2021/05/14 14:46:45;2021/05/14 18:16:45;John Williams;Robert Smith;
0000000700;Aer Lingus;Airbus A320;180;DUB;LIS;2022/08/22 07:52:49;2022/08/22 10:52:49;2022/08/22 08:07:49;2022/08/22 14:07:49;Jane Jones;David Davis;
0000000701;Jet2.com;Airbus A321;220;MAN;PRG;2022/11/10 06:51:29;2022/11/10 09:21:29;2022/11/10 07:21:29;2022/11/10 12:21:29;Robert Williams;Michael Miller;
0000000702;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/10/18 07:44:22;2022/10/18 08:54:22;2022/10/18 07:44:22;2022/10/18 10:04:22;Jane Williams;Emily Miller;
0000000703;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/02/06 02:53:54;2023/02/06 04:03:54;2023/02/06 02:53:54;2023/02/06 05:13:54;Sarah Davis;Michael Brown;
0000000704;Iberia;Airbus A321;220;MAD;LIS;2023/03/20 04:39:27;2023/03/20 05:54:27;2023/03/20 04:39:27;2023/03/20 07:39:27;Robert Johnson;John Moore;
0000000705;Alitalia;Boeing 767;280;FCO;ATH;2023/06/17 11:21:55;2023/06/17 13:21:55;2023/06/17 11:21:55;2023/06/17 15:21:55;Laura Wilson;Emily Moore;
0000000706;Aer Lingus;Airbus A320;180;DUB;LIS;21/07/2017;2021/08/21 13:27:41;2021/08/21 10:57:41;2021/08/21 17:12:41;Jane Jones;David Davis;
0000000707;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/06/01 17:54:05;2021/06/01 18:39:05;2021/06/01 17:54:05;2021/06/01 19:54:05;William Brown;Emily Wilson;
0000000708;Ryanair;Boeing 737;189;DUB;BCN;2021/06/20 02:30:08;2021/06/20 05:15:08;2021/06/20 02:30:08;2021/06/20 08:00:08;Laura Wilson;Sarah Davis;
0000000709;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/08/09 05:46:17;2023/08/09 07:16:17;2023/08/09 05:46:17;2023/08/09 09:31:17;Olivia Brown;Sarah Moore;
0000000710;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/11/07 09:33:23;2021/11/07 10:48:23;2021/11/07 09:33:23;2021/11/07 12:18:23;David Johnson;Michael Johnson;
0000000711;Alitalia;Boeing 767;280;FCO;ATH;2021/10/19 01:00:22;2021/10/19 03:00:22;2021/10/19 01:45:22;2021/10/19 05:50:22;Laura Wilson;Emily Moore;
0000000712;British Airways;Boeing 737;150;LHR;AMS;2023/08/20 03:34:59;2023/08/20 04:44:59;2023/08/20 03:54:59;2023/08/20 06:34:59;Sarah Smith;Emily Johnson;We prioritize passenger comfort and safety.
0000000713;Turkish Airlines;Airbus A320;200;IST;PRG;2021/05/20 05:41:38;2021/05/20 08:11:38;2021/05/20 05:56:38;2021/05/20 11:26:38;Sarah Taylor;David Smith;
0000000714;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/03/05 01:47:43;2022/03/05 02:57:43;2022/03/05 01:47:43;2022/03/05 04:37:43;Jane Williams;Emily Miller;
0000000715;Norwegian Air Shuttle;Boeing 737;150;osl;CPH;2023/02/19 16:01:43;2023/02/19 17:01:43;2023/02/19 16:01:43;2023/02/19 18:21:43;Laura Moore;John Taylor;
0000000716;Lufthansa;Boeing 777;300;FRA;MAD;2022/01/05 04:14:10;2022/01/05 06:44:10;2022/01/05 04:14:10;2022/01/05 09:14:10;Emily Davis;Laura Brown;
0000000717;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/01/15 17:31:39;2023/01/15 18:31:39;2023/01/15 17:31:39;2023/01/15 19:46:39;David Smith;John Jones;
0000000718;Air France;Airbus A321;220;CDG;FCO;2021/04/16 17:59:11;2021/04/16 19:44:11;2021/04/16 18:04:11;2021/04/16 21:34:11;John Williams;Robert Smith;
0000000719;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/01/13 15:39:02;2022/01/13 16:24:02;2022/01/13 15:39:02;2022/01/13 17:09:02;William Brown;Emily Wilson;
0000000720;Aer Lingus;Airbus A320;X;DUB;LIS;2021/12/02 16:01:41;2021/12/02 19:01:41;2021/12/02 16:31:41;2021/12/02 22:31:41;Jane Jones;David Davis;
0000000721;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/06/16 17:03:11;2022/06/16 18:03:11;2022/06/16 17:33:11;2022/06/16 19:33:11;David Smith;John Jones;
0000000722;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/10/10 11:32:20;2022/10/10 13:02:20;2022/10/10 11:32:20;2022/10/10 14:32:20;Olivia Brown;Sarah Moore;
0000000723;Aer Lingus;Airbus A320;180;DUB;LIS;2021/01/19 13:02:39;2021/01/19 16:02:39;2021/01/19 13:02:39;2021/01/19 19:22:39;Jane Jones;David Davis;
0000000724;Ryanair;Boeing 737;189;DUB;BCN;2022/02/18 02:06:09;2022/02/18 04:51:09;2022/02/18 02:11:09;2022/02/18 08:26:09;Laura Wilson;Sarah Davis;We have a rigorous maintenance schedule for our fleet.
0000000725;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/11/03 05:01:15;2021/11/03 06:11:15;2021/11/03 05:16:15;2021/11/03 07:36:15;Jane Williams;Emily Miller;Cargo loading and unloading is proceeding smoothly.
0000000726;Aeroflot;Airbus A320;250;SVO;TXL;2021/07/13 04:03:25;2021/07/13 07:18:25;2021/07/13 04:48:25;2021/07/13 11:23:25;William Davis;Emily Davis;
0000000727;Lufthansa;Boeing 777;300;fRa;MAD;2023/01/07 10:46:00;2023/01/07 13:16:00;2023/01/07 11:01:00;2023/01/07 16:01:00;Emily Davis;Laura Brown;
0000000728;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/01/14 17:48:36;2023/01/14 19:38:36;2023/01/14 18:33:36;2023/01/14 22:28:36;Jane Moore;Emily Taylor;Our flight crew communicates well and is cohesive.
0000000729;Ryanair;Boeing 737;189;DUB;BCN;2023/02/15 14:03:29;2023/02/15 16:48:29;2023/02/15 14:08:29;2023/02/15 19:38:29;Laura Wilson;Sarah Davis;Ground crew efficiently handled the aircraft turnaround.
0000000730;Alitalia;Boeing 767;280;FCO;ATH;2023/07/21 12:10:57;2023/07/21 14:10:57;2023/07/21 12:10:57;2023/07/21 16:55:57;Laura Wilson;Emily Moore;
0000000731;Aer Lingus;Airbus A320;180;DUB;LIS;2023/05/09 00:30:02;2023/05/09 03:30:02;2023/05/09 00:45:02;2023/05/09 07:15:02;Jane Jones;David Davis;
0000000732;Ryanair;Boeing 737;189;DUB;bCn;2023/06/01 08:57:36;2023/06/01 11:42:36;2023/06/01 09:12:36;2023/06/01 14:42:36;Laura Wilson;Sarah Davis;
0000000733;Aeroflot;Airbus A320;250;SVO;TXL;2023/06/19 05:53:36;2023/06/19 09:08:36;2023/06/19 06:13:36;2023/06/19 12:43:36;William Davis;Emily Davis;We appreciate your patience during the delay.
0000000734;Jet2.com;Airbus A321;220;MAN;PRG;2021/12/08 11:16:18;2021/12/08 13:46:18;2021/12/08 11:16:18;2021/12/08 16:16:18;Robert Williams;Michael Miller;
0000000735;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/10/09 16:32:21;2021/10/09 17:42:21;2021/10/09 17:17:21;2021/10/09 19:52:21;Jane Williams;Emily Miller;
0000000736;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/04/03 07:30:46;2023/04/03 09:55:46;2023/04/03 08:00:46;2023/04/03 13:35:46;Emily Davis;John Smith;
0000000737;British Airways;Boeing 737;150;LHR;AMS;2021/02/13 02:55:31;2021/02/13 04:05:31;2021/02/13 03:40:31;2021/02/13 06:00:31;Sarah Smith;Emily Johnson;
0000000738;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/01/13 01:42:39;2021/01/13 02:57:39;2021/01/13 02:27:39;2021/01/13 05:17:39;David Johnson;Michael Johnson;
0000000739;Transavia;Airbus A320;180;AMS;NCE;2022/07/05 17:56:21;2022/07/05 20:16:21;2022/07/05 17:56:21;2022/07/05 23:21:21;Jane Jones;Jane Jones;
0000000740;Aer Lingus;Airbus A320;180;DUB;LIS;2022/11/21 09:10:20;2022/11/21 12:10:20;2022/11/21 09:40:20;2022/11/21 16:25:20;Jane Jones;David Davis;
0000000741;Ryanair;Boeing 737;189;DUB;BCN;2021/12/14 17:01:25;2021/12/14 19:46:25;2021/12/14 17:01:25;2021/12/14 22:31:25;Laura Wilson;Sarah Davis;
0000000742;Iberia;Airbus A321;220;MAD;LIS;2022/03/20 12:26:01;2022/03/20 13:41:01;2022/03/20 12:26:01;2022/03/20 15:26:01;Robert Johnson;John Moore;
0000000743;Swiss International Air Lines;Airbus A319;140;zrh;MXP;2021/02/22 10:45:09;2021/02/22 11:30:09;2021/02/22 10:45:09;2021/02/22 12:35:09;William Brown;Emily Wilson;Please ensure your seatbelts are fastened for landing.
0000000744;Ryanair;Boeing 737;189;DUB;TXL;2022/11/08 01:30:34;2022/11/08 03:30:34;2022/11/08 01:30:34;2022/11/08 06:00:34;Jane Davis;Emily Davis;The weather at our destination looks favorable.
0000000745;Air France;Airbus A321;220;CDG;FCO;2021/02/17 01:30:30;2021/02/17 03:15:30;2021/02/17 01:30:30;2021/02/17 05:00:30;John Williams;Robert Smith;
0000000746;Turkish Airlines;Airbus A320;200;IST;PRG;2021/10/19 09:50:41;2021/10/19 12:20:41;2021/10/19 10:10:41;2021/10/19 15:25:41;Sarah Taylor;David Smith;Please ensure your seatbelts are fastened for landing.
0000000747;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/10/18 14:28:22;2022/10/18 16:18:22;2022/10/18 15:13:22;2022/10/18 19:23:22;Jane Moore;Emily Taylor;
0000000748;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/06/05 03:03:43;2022/06/05 03:53:43;2022/06/05 03:18:43;2022/06/05 04:58:43;William Miller;John Wilson;
0000000749;Transavia;Airbus A320;180;AMS;NCE;2022/09/07 00:28:44;2022/09/07 02:48:44;2022/09/07 00:28:44;2022/09/07 05:38:44;Jane Jones;Jane Jones;The approach to the runway is clear and safe.
0000000750;Turkish Airlines;Airbus A320;200;IST;PRG;2022/07/01 00:43:58;2022/07/01 03:13:58;2022/07/01 00:43:58;2022/07/01 05:43:58;Sarah Taylor;David Smith;
0000000751;Lufthansa;Boeing 777;300;FRA;MAD;2023/02/13 13:24:20;2023/02/13 15:54:20;2023/02/13 13:29:20;2023/02/13 18:34:20;Emily Davis;Laura Brown;
0000000752;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/03/01 11:57:01;2022/03/01 12:57:01;2022/03/01 11:57:01;2022/03/01 14:27:01;Laura Moore;John Taylor;
0000000753;Iberia;Airbus A321;220;MAD;LIS;2023/02/08 04:42:19;2023/02/08 05:57:19;2023/02/08 05:27:19;2023/02/08 07:57:19;Robert Johnson;John Moore;Our flight route is well-planned to avoid turbulence.
0000000754;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/06/13 12:17:49;2021/06/13 13:17:49;2021/06/13 12:17:49;2021/06/13 14:22:49;David Smith;John Jones;
0000000755;Aeroflot;Airbus A320;250;SVO;TXL;2022/12/05 02:40:45;2022/12/05 05:55:45;2022/12/05 03:00:45;2022/12/05 10:00:45;William Davis;Emily Davis;
0000000756;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/09/20 16:19:34;2021/09/20 17:34:34;2021/09/20 16:49:34;2021/09/20 19:39:34;David Johnson;Michael Johnson;
0000000757;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2023/02/07 07:57:36;2023/02/07 08:57:36;2023/02/07 08:02:36;2023/02/07 10:02:36;Laura Moore;John Taylor;Ground staff is ready to assist with the aircraft's arrival.
0000000758;Turkish Airlines;Airbus A320;200;IST;PRG;2023/06/06 14:00:27;2023/06/06 16:30:27;2023/06/06 14:15:27;2023/06/06 19:45:27;Sarah Taylor;David Smith;
0000000759;EasyJet;Airbus A320;180;LHR;CDG;2022/12/01 15:14:33;2022/12/01 16:29:33;2022/12/01 15:44:33;2022/12/01 18:19:33;Sarah Jones;Jane Smith;
0000000760;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/07/13 13:46:38;2021/07/13 15:01:38;2021/07/13 14:01:38;2021/07/13 16:31:38;David Johnson;Michael Johnson;
0000000761;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/03/18 00:16:30;2021/03/18 01:31:30;2021/03/18 00:31:30;2021/03/18 03:01:30;David Johnson;Michael Johnson;
0000000762;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/11/16 14:07:26;2022/11/16 15:22:26;2022/11/16 14:07:26;2022/11/16 17:07:26;David Johnson;Michael Johnson;
0000000763;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/05/05 06:14:32;2021/05/05 07:44:32;2021/05/05 06:14:32;2021/05/05 09:44:32;Olivia Brown;Sarah Moore;
0000000764;Aer Lingus;Airbus A320;180;DUB;LIS;2021/12/11 12:26:12;2021/12/11 15:26:12;2021/12/11 12:56:12;2021/12/11 19:41:12;Jane Jones;David Davis;
0000000765;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/04/12 09:14:01;2023/04/12 10:44:01;2023/04/12 09:59:01;2023/04/12 13:29:01;Olivia Brown;Sarah Moore;
0000000766;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/06/05 04:46:54;2022/06/05 06:01:54;2022/06/05 04:46:54;2022/06/05 07:21:54;David Johnson;Michael Johnson;
0000000767;EasyJet;Airbus A320;180;LHR;CDG;2022/09/06 15:46:01;2022/09/06 17:01:01;2022/09/06 15:51:01;2022/09/06 19:06:01;Sarah Jones;Jane Smith;
0000000768;EasyJet;Airbus A320;180;LHR;CDG;2023/08/18 16:34:59;2023/08/18 17:49:59;2023/08/18 16:39:59;2023/08/18 19:09:59;Sarah Jones;Jane Smith;Our flight attendants are attentive and professional.
0000000769;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/01/14 04:57:44;2022/01/14 07:22:44;2022/01/14 04:57:44;2022/01/14 10:17:44;Emily Davis;John Smith;
0000000770;Air France;Airbus A321;220;CDG;FCO;2022/04/22 06:16:16;2022/04/22 08:01:16;2022/04/22 06:21:16;2022/04/22 10:36:16;John Williams;Robert Smith;Landing gear is functioning perfectly.
0000000771;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/01/03 11:02:15;2022/01/03 12:02:15;2022/01/03 11:02:15;2022/01/03 13:02:15;David Smith;John Jones;
0000000772;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/10/13 09:36:25;2022/10/13 10:36:25;2022/10/13 09:36:25;2022/10/13 11:36:25;David Smith;John Jones;
0000000773;Air France;Airbus A321;220;CDG;FCO;2021/08/05 09:33:49;2021/08/05 11:18:49;2021/08/05 09:33:49;2021/08/05 13:03:49;John Williams;Robert Smith;We appreciate your patience during the delay.
0000000774;Iberia;Airbus A321;220;MAD;LIS;2021/11/14 10:40:24;2021/11/14 11:55:24;2021/11/14 11:25:24;2021/11/14 13:55:24;Robert Johnson;John Moore;
0000000775;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/08/13 11:59:09;2023/08/13 12:44:09;2023/08/13 12:44:09;2023/08/13 14:34:09;William Brown;Emily Wilson;
0000000776;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/02/08 07:56:55;2021/02/08 09:26:55;2021/02/08 07:56:55;2021/02/08 11:16:55;Olivia Brown;Sarah Moore;
0000000777;Ryanair;Boeing 737;189;DUB;BCN;2022/07/18 17:36:28;2022/07/18 20:21:28;2022/07/18 17:36:28;2022/07/18 23:26:28;Laura Wilson;Sarah Davis;
0000000778;Lufthansa;Boeing 777;300;FRA;MAD;2021/07/10 03:32:30;2021/07/10 06:02:30;2021/07/10 04:02:30;2021/07/10 09:22:30;Emily Davis;Laura Brown;
0000000779;Aeroflot;Airbus A320;250;SVO;TXL;2022/09/08 06:30:32;2022/09/08 09:45:32;2022/09/08 06:30:32;2022/09/08 13:15:32;;Emily Davis;
0000000780;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/08/03 16:46:03;2023/08/03 18:36:03;2023/08/03 16:46:03;2023/08/03 20:26:03;Jane Moore;Emily Taylor;
0000000781;Lufthansa;Boeing 777;300;FRA;MAD;2022/04/22 17:05:13;2022/04/22 19:35:13;2022/04/22 17:20:13;2022/04/22 22:20:13;Emily Davis;Laura Brown;
0000000782;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/08/13 03:39:21;2023/08/13 04:24:21;2023/08/13 03:59:21;2023/08/13 06:14:21;William Brown;Emily Wilson;
0000000783;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/07/13 11:20:05;2023/07/13 13:45:05;2023/07/13 11:20:05;2023/07/13 16:10:05;Emily Davis;John Smith;
0000000784;Iberia;Airbus A321;220;MAD;LIS;2021/01/07 17:40:12;2021/01/07 18:55:12;2021/01/07 17:40:12;2021/01/07 20:15:12;Robert Johnson;John Moore;
0000000785;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/01/20 12:56:09;2021/01/20 13:56:09;2021/01/20 13:11:09;2021/01/20 15:11:09;David Smith;John Jones;
0000000786;Turkish Airlines;Airbus A320;200;IST;PRG;2023/07/21 10:04:40;2023/07/21 12:34:40;2023/07/21 10:04:40;2023/07/21 15:09:40;Sarah Taylor;David Smith;
0000000787;Aer Lingus;Airbus A320;180;DUB;LIS;2023/05/03 17:18:40;2023/05/03 20:18:40;2023/05/03 17:18:40;2023/05/03 23:38:40;Jane Jones;David Davis;Our flight crew communicates well and is cohesive.
0000000788;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/06/18 04:57:04;2022/06/18 06:07:04;2022/06/18 05:42:04;2022/06/18 08:02:04;Jane Williams;Emily Miller;
0000000789;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/10/06 14:47:37;2022/10/06 16:17:37;2022/10/06 14:47:37;2022/10/06 17:47:37;Olivia Brown;Sarah Moore;The ground crew is handling baggage efficiently.
0000000790;EasyJet;Airbus A320;180;LHR;CDG;2021/11/01 08:50:48;2021/11/01 10:05:48;2021/11/01 08:50:48;2021/11/01 12:05:48;Sarah Jones;Jane Smith;
0000000791;Iberia;Airbus A321;220;MAD;LIS;2021/03/04 06:45:10;2021/03/04 08:00:10;2021/03/04 07:00:10;2021/03/04 09:45:10;Robert Johnson;John Moore;
0000000792;Jet2.com;Airbus A321;220;MAN;PRG;2021/02/02 15:24:27;2021/02/02 17:54:27;2021/02/02 15:24:27;2021/02/02 21:09:27;Robert Williams;Michael Miller;
0000000793;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/05/16 01:39:53;2023/05/16 02:39:53;2023/05/16 01:59:53;2023/05/16 04:04:53;David Smith;John Jones;
0000000794;Transavia;Airbus A320;180;AMS;NCE;2022/05/05 14:17:49;2022/05/05 16:37:49;2022/05/05 14:47:49;2022/05/05 19:27:49;Jane Jones;Jane Jones;
0000000795;Lufthansa;Boeing 777;300;FRA;MAD;2022/04/08 14:07:29;2022/04/08 16:37:29;2022/04/08 14:07:29;2022/04/08 19:07:29;Emily Davis;Laura Brown;
0000000796;Turkish Airlines;Airbus A320;200;IST;PRG;2023/06/11 05:56:03;2023/06/11 08:26:03;2023/06/11 06:26:03;2023/06/11 11:26:03;Sarah Taylor;David Smith;We'll be landing ahead of schedule today.
0000000797;Air France;Airbus A321;220;CDG;FCO;2021/06/17 08:30:20;2021/06/17 10:15:20;2021/06/17 08:50:20;2021/06/17 12:25:20;John Williams;Robert Smith;
0000000798;Ryanair;Boeing 737;189;DUB;BCN;2023/03/15 02:22:47;2023/03/15 05:07:47;2023/03/15 02:37:47;2023/03/15 08:07:47;Laura Wilson;Sarah Davis;
0000000799;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/11/13 12:43:46;2022/11/13 13:53:46;2022/11/13 12:48:46;2022/11/13 15:28:46;Jane Williams;Emily Miller;
0000000800;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/04/11 01:53:51;2023/04/11 03:43:51;2023/04/11 01:53:51;2023/04/11 05:38:51;Jane Moore;Emily Taylor;
0000000801;EasyJet;Airbus A320;180;LHR;CDG;2021/09/18 16:34:12;2021/09/18 17:49:12;2021/09/18 17:19:12;2021/09/18 19:49:12;Sarah Jones;Jane Smith;
0000000802;British Airways;Boeing 737;150;LHR;AMS;2021/11/13 16:02:42;2021/11/13 17:12:42;2021/11/13 16:02:42;2021/11/13 18:42:42;Sarah Smith;Emily Johnson;
0000000803;Norwegian Air Shuttle;Boeing 737;150;oSl;CPH;2022/03/05 02:07:49;2022/03/05 03:07:49;2022/03/05 02:07:49;2022/03/05 04:12:49;Laura Moore;John Taylor;
0000000804;KLM Royal Dutch Airlines;Airbus A330;250;ams;VIE;2023/01/17 11:54:24;2023/01/17 14:19:24;2023/01/17 12:14:24;2023/01/17 17:49:24;Emily Davis;John Smith;
0000000805;Turkish Airlines;Airbus A320;200;IST;PRG;2023/01/06 08:35:10;2023/01/06 11:05:10;2023/01/06 08:35:10;2023/01/06 14:20:10;Sarah Taylor;David Smith;
0000000806;Iberia;Airbus A321;220;Amsterdam;LIS;2023/07/06 04:44:52;2023/07/06 05:59:52;2023/07/06 04:49:52;2023/07/06 07:49:52;Robert Johnson;John Moore;
0000000807;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/11/04 06:02:21;2021/11/04 07:02:21;2021/11/04 06:02:21;2021/11/04 08:02:21;Laura Moore;John Taylor;
0000000808;Iberia;Airbus A321;220;MAD;LIS;2022/01/05 02:50:07;2022/01/05 04:05:07;2022/01/05 02:50:07;2022/01/05 06:05:07;Robert Johnson;John Moore;
0000000809;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/09/04 07:37:19;2022/09/04 08:27:19;2022/09/04 07:37:19;2022/09/04 10:02:19;William Miller;John Wilson;Smooth takeoff, great weather today!
0000000810;Air France;Airbus A321;220;CDG;FCO;2023/01/09 06:42:00;2023/01/09 08:27:00;2023/01/09 06:57:00;2023/01/09 11:12:00;John Williams;Robert Smith;
0000000811;Aer Lingus;Airbus A320;180;DUB;LIS;2023/04/14 14:07:11;2023/04/14 17:07:11;2023/04/14 14:12:11;2023/04/14 20:57:11;Jane Jones;David Davis;
0000000812;Jet2.com;Airbus A321;220;MAN;PRG;2021/01/09 01:02:05;2021/01/09 03:32:05;2021/01/09 01:02:05;2021/01/09 06:02:05;Robert Williams;Michael Miller;
0000000813;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/11/07 01:55:07;2021/11/07 02:55:07;2021/11/07 02:40:07;2021/11/07 04:40:07;David Smith;John Jones;
0000000814;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/10/16 10:29:09;2021/10/16 11:29:09;2021/10/16 10:29:09;2021/10/16 12:49:09;David Smith;John Jones;We have a rigorous maintenance schedule for our fleet.
0000000815;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/07/14 09:27:59;2023/07/14 10:37:59;2023/07/14 09:27:59;2023/07/14 11:47:59;Sarah Davis;Michael Brown;
0000000816;Aer Lingus;Airbus A320;180;DUB;LIS;2021/08/16 16:39:37;2021/08/16 19:39:37;2021/08/16 17:24:37;2021/08/16 23:24:37;Jane Jones;David Davis;Our maintenance team keeps the aircraft in top shape.
0000000817;EasyJet;Airbus A320;180;LHR;CDG;2021/04/08 07:53:25;2021/04/08 09:08:25;2021/04/08 07:53:25;2021/04/08 10:38:25;Sarah Jones;Jane Smith;
0000000818;Ukraine International Airlines;Embraer E195;120;KBP;waw;2022/01/15 14:39:46;2022/01/15 16:09:46;2022/01/15 14:44:46;2022/01/15 17:44:46;Olivia Brown;Sarah Moore;
0000000819;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/04/12 12:15:17;2022/04/12 13:05:17;2022/04/12 12:30:17;2022/04/12 14:25:17;William Miller;John Wilson;We'll be landing ahead of schedule today.
0000000820;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/11/07 16:21:25;2021/11/07 17:06:25;2021/11/07 16:21:25;2021/11/07 18:06:25;William Brown;Emily Wilson;
0000000821;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/08/03 04:22:39;2022/08/03 05:32:39;2022/08/03 04:22:39;2022/08/03 06:47:39;Sarah Davis;Michael Brown;
0000000822;Aeroflot;Airbus A320;250;SVO;TXL;2021/09/01 02:01:58;2021/09/01 05:16:58;2021/09/01 02:01:58;2021/09/01 08:31:58;William Davis;Emily Davis;
0000000823;Turkish Airlines;Airbus A320;200;IST;PRG;2022/03/14 17:54:30;2022/03/14 20:24:30;2022/03/14 18:09:30;2022/03/14 23:54:30;Sarah Taylor;David Smith;
0000000824;British Airways;Boeing 737;150;LHR;AMS;2022/05/02 04:14:49;2022/05/02 05:24:49;2022/05/02 04:14:49;2022/05/02 07:04:49;Sarah Smith;Emily Johnson;
0000000825;Ryanair;Boeing 737;189;DUB;TXL;2022/09/03 00:47:45;2022/09/03 02:47:45;2022/09/03 01:17:45;2022/09/03 05:22:45;Jane Davis;Emily Davis;
0000000826;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/06/04 01:45:26;2021/06/04 02:45:26;2021/06/04 01:45:26;2021/06/04 03:45:26;Laura Moore;John Taylor;
0000000827;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/08/19 03:12:43;2022/08/19 04:22:43;2022/08/19 03:57:43;2022/08/19 07:02:43;Jane Williams;Emily Miller;
0000000828;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2021/02/08 00:59:31;2021/02/08 03:24:31;2021/02/08 01:04:31;2021/02/08 05:54:31;Emily Davis;John Smith;
